id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
617657758083390538,Ellie Boo Bed & Breakfast: King Room,48483565,Ellie,,Xewkija,36.03376,14.252905,Private room,65,1,0,,,3,64,0,
12522859,"Modern apartment  in amazing location , sleeps 5",46331087,Christopher,,San Pawl il-Bahar,35.94972,14.4142,Entire home/apt,112,4,2,2018-08-11,0.03,1,356,0,
51484251,Gajdoru Valley View (shared space),23139730,Sue,,Xaghra,36.05462,14.27492,Private room,45,2,22,2022-09-21,1.62,1,194,13,
33426361,Private room in a modern apartment - quiet area,39800152,Jeanette,,Mosta,35.90538,14.4222,Private room,34,4,3,2022-09-06,0.57,4,163,3,
16139052,Super spacious maisonette in Rabat,105296958,Helen,,Rabat (Malta),35.87985,14.39025,Entire home/apt,45,3,157,2022-09-25,2.23,1,306,28,
8058542,Villa 2 bedroom apartment,31652475,Alison,,Mellieha,35.95925,14.3709,Entire home/apt,134,4,66,2022-09-05,1.00,5,292,12,
4163518,Valletta TimelessElegance:APTcentre,4214727,Maria,,Valletta,35.89682,14.51348,Entire home/apt,106,1,242,2022-09-19,2.52,6,347,22,
43117476,Casa San Carlo Valletta - Bianca,39489185,Ken,,Valletta,35.90185,14.51355,Entire home/apt,92,2,8,2022-08-01,0.31,10,312,4,
16608075,Superior 2bedroom with sea views No.2,10172766,Matthew,,San Pawl il-Bahar,35.95128,14.41823,Entire home/apt,124,5,94,2022-08-13,1.41,9,216,24,
50647523,"St.Julian's 2 bedroom, sleeps 6, Central location",373975424,Kenneth,,San Giljan,35.91651,14.49104,Entire home/apt,64,3,12,2022-07-12,0.82,9,58,9,
592445007949970112,St Julian s apartment a few steps from the sea,76556384,Andrea,,San Giljan,35.91961,14.49044,Entire home/apt,112,1,3,2022-09-07,0.93,20,344,3,
53709815,Best Sliema central Seafront with Seaviews - GREEN,154545513,Caroline,,Sliema,35.90781,14.50558,Entire home/apt,80,1,31,2022-09-04,3.38,4,312,31,
37704608,Duplex 2 Bedroom in Portomaso St Julians,805030,Jason,,San Giljan,35.9199,14.49113,Entire home/apt,100,3,6,2022-09-22,2.95,3,317,6,
9617122,Bright and airy 3 bedroom apartment,49756369,Mark,,San Pawl il-Bahar,35.95248,14.41532,Entire home/apt,114,3,76,2022-08-22,0.97,1,334,8,
33951807,"Penthouse No. 8, Sliema (2 Bedroom) Top Location!",256379449,Gerald,,Sliema,35.91731,14.50093,Entire home/apt,97,2,32,2022-05-17,0.78,7,70,1,
47822067,Nice 3 Bedroom apartment at Sliema,330339176,Serge,,Sliema,35.91457,14.50045,Entire home/apt,150,4,4,2022-08-30,1.67,39,365,4,
684455318060055266,Sky apartment,472853002,Aleksandar,,San Pawl il-Bahar,35.9490695,14.4174016,Entire home/apt,108,6,0,,,1,365,0,
47418474,"Spacious, Central 2Bed penthouse with big Balcony☀️",385341680,ThreeSIXTY Estates,,Gzira,35.90575,14.49238,Entire home/apt,114,3,4,2022-08-16,0.39,282,359,4,
11563645,Sea view apartment in Marsaskala,47407576,Paul,,Marsascala,35.86457,14.56643,Entire home/apt,90,3,0,,,1,268,0,
50028315,Cozy room with private bathroom (central),255191480,Lyna,,Pieta,35.89139,14.49264,Private room,21,3,110,2022-09-10,7.04,1,118,83,
719284336129888182,suitable house for 2 persons accommodation in gzir,480125969,Doğukan,,Gzira,35.901815162559274,14.489501304924488,Private room,48,1,0,,,1,365,0,
698253326717733933,Spacious 2 single beds - room available,476013960,Summer,,San Pawl il-Bahar,35.95583,14.42067,Private room,43,1,1,2022-09-11,1,1,365,1,
11502146,Corner 3 Bed apt overlooking Ta Pinu Sanctuary.,2313838,Edward,,Gharb,36.06269,14.21158,Entire home/apt,36,7,8,2019-05-14,0.11,7,209,0,
640326179793779646,Cozy Bight Room in NewApt 10minwalk from Paceville,343537971,Y,,Pembroke,35.92335,14.47948,Private room,41,1,10,2022-09-11,3.09,2,15,10,
48323012,Bright and Spacious Studio 2 mins walk from Sea,118990570,Finn,,Gzira,35.90475,14.49576,Entire home/apt,53,2,30,2022-09-11,2.15,48,347,22,
13036697,~ Five Trees ~ Private Twin or Triple Purple Room,71854279,FiveTrees,,Sliema,35.91112,14.50248,Private room,59,1,126,2022-07-29,1.63,2,75,15,
574548801933926306,"Studio house with large terrace, near St Julians",372885293,Jose,,San Giljan,35.91728,14.48645,Entire home/apt,52,2,5,2022-09-03,1.63,25,334,5,
594155552468965825,SEA-SIDE COSY APARTMENT WITH FREE WIFI,238452565,Michelle,,Marsascala,35.85928,14.567637,Entire home/apt,74,4,12,2022-09-15,2.22,1,343,12,
679572423355518012,Cosy double room with private bathroom,364643251,Eve,,San Pawl il-Bahar,35.9510694,14.4161722,Private room,51,1,1,2022-08-23,0.86,19,365,1,
45737584,Orion 4C Stunning & Luxurious 3 bedroom apartment,366689555,Susan,,San Pawl il-Bahar,35.95048,14.4206,Entire home/apt,100,7,8,2022-09-21,0.34,3,321,6,
50615778,Private room with Private Bathroom at Msida,330339176,Serge,,Msida,35.90262,14.48444,Private room,45,5,1,2021-07-31,0.07,39,58,0,
693248449288363961,2 bedroom apartment with jacuzzi and lovely view,584608,Francoise,,San Giljan,35.91285,14.49137,Entire home/apt,220,3,0,,,1,353,0,
33790710,Chic Apartment with views of St. Paul’s Islands,66321727,Marisa,,San Pawl il-Bahar,35.94812,14.39422,Entire home/apt,100,3,5,2019-08-16,0.12,1,360,0,
671045782148301289,Lovely 1-bedroom studio apartment with loft,216359306,Maureen And Paul,,Ghajnsielem,36.027194300200236,14.290282538699067,Entire home/apt,50,2,10,2022-09-23,5.88,1,352,10,
47572520,Antoniel Suites Double or Twin Room,382959868,Cristian,,San Giljan,35.92026,14.48854,Private room,86,1,46,2022-07-05,2.52,2,351,45,
36837642,"Mellieha - Modern Penthouse, close to Sandy Beach",190923031,Tracy Lee,,Mellieha,35.96625,14.36221,Entire home/apt,137,3,84,2022-08-20,2.24,1,254,25,
39175692,A small and quite flat,298340141,Alexander,,Mellieha,35.96545,14.36159,Entire home/apt,20,1,0,,,2,0,0,
47167306,Ground Floor 2 bedroom apartment Valletta/Floriana,16573646,Laurie,,Floriana,35.89148,14.50447,Entire home/apt,56,2,33,2022-09-10,2.16,15,161,27,
53961766,S3 Loxley iHero ClubHouse,252333802,Karol,,Qormi,35.87881,14.4792,Private room,25,1,12,2022-08-10,1.49,4,5,12,
35536006,Luxury Penthouse - Great location - NEW Jacuzzi,31252497,Erik,,San Giljan,35.92218,14.48856,Entire home/apt,499,3,12,2022-08-24,0.31,1,99,4,
21134115,Gozo Zen,14114885,Nikhil,,Zebbug (Ghawdex),36.0635,14.23333,Entire home/apt,90,2,40,2020-03-15,0.66,1,268,0,
23332028,Your Apartment Malta n.1,100339969,Dario & Stefano,,Floriana,35.89275,14.50261,Entire home/apt,195,3,8,2022-04-26,0.15,4,75,3,
655257,"Secluded condominium in Gozo, Malta",1112417,Cynthia,,Ghajnsielem,36.02351,14.29384,Entire home/apt,110,10,19,2022-08-30,0.17,1,362,1,
613500244663230665,SPACIOUS PV APT close to clubs & schools with WIFI,385341680,ThreeSIXTY Estates,,San Giljan,35.92384,14.48967,Entire home/apt,95,3,4,2022-07-31,1.25,282,365,4,
15487026,Modern Apt - 7 minutes to the sea and St Julians,99444529,Mark,,Swieqi,35.92061,14.48224,Entire home/apt,150,3,0,,,1,237,0,
43690978,"VICTORIA FARMHOUSE, GHASRI - GOZO , POOL, VIEWS",272562877,Joseph,,Ghasri,36.0669,14.22238,Entire home/apt,502,4,0,,,3,363,0,
38810387,Idyllic 2BR Apartment close to Amenities,17208391,Paola,,Msida,35.8968,14.48968,Entire home/apt,89,1,17,2022-09-11,0.49,63,333,15,
17180633,Ta' Bedu Farmhouse,98168509,Kurt,,Sannat,36.02384,14.23362,Entire home/apt,200,4,10,2021-10-23,0.15,1,0,1,
45061678,"★Sea view 2 bedroom -spacious, bright & central- 4",318717613,Zzzing,,Msida,35.89653,14.49236,Entire home/apt,91,1,13,2022-09-04,2.45,52,154,13,
53513689,"Stylish 1BR Apartment, Balluta Bay ☆ AC ❄ Patio",465680303,Jessica,,San Giljan,35.91528,14.49265,Entire home/apt,1178,1,11,2022-09-10,1.11,4,348,11,
43796897,Summer Breeze Superior Apartment,199655806,GetawaysMalta Neville,,Mellieha,35.95434,14.36717,Entire home/apt,95,5,0,,,27,182,0,
51137348,"Spacious 1BR studio with TERRACE, WIFI, AC & BBQ !",222527557,360 Estates,,San Giljan,35.92373,14.49049,Private room,137,2,3,2021-10-18,0.25,164,209,3,
10893103,MELLIEHA BAY SEAFRONT FLAT- BEACH 10 meters away,56449524,Josette,,Mellieha,35.96601,14.35821,Entire home/apt,200,7,29,2020-08-10,0.37,1,247,0,
20703062,Cabin room,123926202,Cris,,Swieqi,35.92294,14.47999,Private room,32,3,1,2018-07-14,0.02,10,353,0,
1268797,Sogno maltese - 2 camere - 6 ospiti,4653048,Joseph Charles,,San Giljan,35.92035,14.49154,Entire home/apt,331,2,48,2022-09-09,0.43,14,148,4,
24727704,Suite B Cottonera,186891458,Joanna,,Bormla,35.88001,14.5185,Entire home/apt,44,3,40,2022-08-31,0.76,4,226,18,
49382132,Lovely 4 Bedroom Flat in Paceville,330339176,Serge,,San Giljan,35.92453,14.49113,Entire home/apt,210,4,2,2022-08-18,0.88,39,278,2,
567544,Apartments in Marsalforn Gozo Malta,2792542,Dolphin Gozo Rentals,,Zebbug (Ghawdex),36.07279,14.2565,Entire home/apt,75,4,13,2018-07-01,0.13,9,209,0,
627983695878259220,"2 bed villa, private pool in Xaghra",273285943,James Villa Holidays,,Xaghra,36.05683,14.27418,Entire home/apt,250,1,0,,,27,22,0,
625903669138160143,Prickly Pear N4 Gozo With Private Pool - Happy.Rentals,456083924,Mickael,,San Lawrenz,36.055717,14.207448,Entire home/apt,204,5,0,,,26,354,0,
48218664,Panoramic Seafront Studio S5-*Aircon*,577652,Victor,,Zebbug (Ghawdex),36.07201,14.25897,Entire home/apt,69,3,22,2022-08-27,1.64,12,248,15,
42504437,Sliema Town House,171075855,Klara,,Sliema,35.91023,14.5056,Entire home/apt,79,1,11,2022-09-16,0.43,2,335,10,
48281054,"✨Great location, luxury flat, double bedroom ✨",317825752,Erkan,,Swieqi,35.92143,14.48059,Private room,48,20,0,,,2,180,0,
709108906197901633,st julian sea front mod apt,403005604,Aldo E Gabriele,,San Giljan,35.917621222088684,14.492778461901876,Entire home/apt,80,7,0,,,1,360,0,
24973707,"24, Triq Tal- Buttar, Marsascala",86232407,Charlene,,Marsascala,35.86214,14.56085,Entire home/apt,72,3,83,2022-07-18,1.61,1,0,10,
577059059649866631,Nice Room in Swieqi,153429351,Johan,,Swieqi,35.92057,14.48151,Private room,26,2,3,2022-09-01,1.91,1,0,3,
698993391783547249,Adorable Bedroom inside Guesthouse no.48 rm 3605,441428424,Guesthouse No.,,Msida,35.90056,14.48636,Private room,65,3,1,2022-09-17,1,8,0,1,
41686936,Side Sea View  Porto Paolo B,201573948,Josephine Porto Paolo Short Let,,San Pawl il-Bahar,35.95,14.40881,Entire home/apt,75,1,0,,,4,97,0,
590274066149133880,Apartment 2 - BAR2,58905142,Romina,,Rabat (Victoria),36.0457,14.23825,Entire home/apt,141,1,0,,,20,64,0,
27754727,"Sliema Penthouse, Sea views - 15 min from Valletta",108408320,Steve,,Sliema,35.91217,14.49385,Entire home/apt,5000,2,53,2019-10-13,1.07,1,269,0,
14669847,"The Zenith, luxury apartment",90921726,Walter,,Gzira,35.90341,14.49086,Entire home/apt,100,3,0,,,1,327,0,
54389127,Just off the Strand Gzira 3-bedroom Apartment,98282669,Short Lets,,Gzira,35.906368,14.494132,Entire home/apt,109,7,3,2022-07-27,0.49,29,365,3,
659978146189744826,Boho Chic City Suite w/ECO tax included,9246383,Marit Anette & Dominique,,Floriana,35.89073,14.50513,Entire home/apt,113,3,12,2022-09-16,4.80,2,59,12,
13473678,Bedroom with private bathroom netflix,77086122,Nicola,,San Pawl il-Bahar,35.95298,14.42328,Private room,30,3,66,2022-09-10,0.86,1,40,11,
18222814,Water's Edge Apartment,125838948,Marisa,,San Pawl il-Bahar,35.94738,14.39049,Entire home/apt,231,6,12,2022-09-13,0.20,3,52,2,
51125101,Lovely room with a private en-suite in Mon-Chery,411528203,Radostin,,San Gwann,35.90983,14.48242,Private room,68,1,0,,,12,328,0,
670806659336552095,Charming Room in Sliema Creek Guesthouse,2442805,Aaron,,Sliema,35.90901,14.50586,Private room,82,2,0,,,82,347,0,
723167131349142856,Duplex Penthouse St Julians,428808329,City,,San Giljan,35.92258,14.48693,Entire home/apt,272,1,0,,,12,329,0,
23680416,Spacious 1-bedroom apartment close to the beach.,171852566,Michela,,San Pawl il-Bahar,35.94765,14.39561,Entire home/apt,50,3,8,2022-09-12,3.20,1,108,8,
40002434,Private-Single-10min walk to St Julians & Sliema,308456519,Rita,,San Gwann,35.91054,14.48534,Private room,19,3,6,2022-06-24,0.90,3,193,6,
53252399,Art Deco Apartment in Central Sliema,2442805,Aaron,,Sliema,35.90972,14.49738,Entire home/apt,162,1,19,2022-08-27,1.94,82,286,19,
47506350,Serenity 2,97414120,William,,Qormi,35.87932,14.47407,Entire home/apt,46,1,19,2022-05-01,1.17,15,324,9,
51632448,LUX ROOM - With Seaview ROOFTOP POOL | WIFI & AC |,222527557,360 Estates,,San Giljan,35.9218,14.49177,Private room,189,2,0,,,164,364,0,
670741705338170652,Lovley 2-Bedroom rental unit in Tas-Sliema,162665031,Dusan,,Gzira,35.90804,14.49844,Entire home/apt,152,2,3,2022-08-29,1.70,3,346,3,
681658521867504145,Penthouse in the centre of Qawra.,301808619,Jason,,San Pawl il-Bahar,35.95189710928874,14.420792497694492,Entire home/apt,120,1,0,,,5,329,0,
14146148,"Cosy Modern Home with Sea Views, wifi,  Best Part",40081475,Miriam,,San Pawl il-Bahar,35.95478,14.42278,Entire home/apt,70,4,24,2022-08-15,0.32,2,354,5,
700503431723037247,Sliema Seaside  -Double bedroom with ensuite,456616258,Berkay,,Sliema,35.9064,14.50782,Private room,79,28,0,,,6,365,0,
648447892555510178,Studio WONDER with Kitchenette & In/outdoor Pool,385341680,ThreeSIXTY Estates,,Gzira,35.90642,14.49433,Entire home/apt,103,3,0,,,282,365,0,
692639560187947173,Sliema central cozy 1-bedroom Apartment,1774894,ShortLets,,Sliema,35.91102,14.50034,Entire home/apt,69,7,0,,,143,351,0,
18905012,Naxxar Room,9655759,Ray,,San Pawl il-Bahar,35.94674,14.42368,Private room,23,1,28,2022-08-30,0.45,4,266,9,
45570643,Spinola Park - The Studio Apartment,1774894,ShortLets,,San Giljan,35.91831,14.49021,Entire home/apt,97,7,4,2022-08-24,0.22,143,270,3,
650508,Lovely Seafront Apt on the St Julian's promenade,1419619,GetawaysMalta,,San Giljan,35.91724,14.4932,Entire home/apt,303,3,29,2022-06-27,0.24,32,95,1,
18874528,Azure Apartment,35488629,Simon,,Isla,35.88488,14.51931,Entire home/apt,110,3,126,2022-09-10,1.95,1,338,9,
21404161,Fantastic Location Sliema Apartment,155081652,Marisa,,Sliema,35.9178,14.49956,Entire home/apt,68,3,52,2022-09-07,0.94,2,216,17,
665151496557220884,Salt by Savynomad Harbour Residences,13295751,Martin,,Valletta,35.89559460177765,14.51295584841005,Entire home/apt,85,5,3,2022-09-02,1.84,7,354,3,
655599843390025914,Stunning Seaviews. Prime Location. Lovely Home.,318717613,Zzzing,,San Pawl il-Bahar,35.9530462,14.4156933,Entire home/apt,96,1,4,2022-09-06,1.60,52,11,4,
592631413105879939,Central modern Apartment,451646757,Lisa,,San Giljan,35.92055,14.48856,Entire home/apt,70,1,10,2022-09-08,1.76,10,332,10,
52504879,Ta' Martinu - Gozo Villa with Private Pool,10455658,Martinu Homes,,Sannat,36.02547,14.24147,Entire home/apt,272,3,0,,,5,186,0,
709762739134084529,"Big townhouse w gym, sauna",1353694,Divine,,Sliema,35.90956,14.49971,Private room,35,1,1,2022-09-14,1,7,356,1,
53452402,Sunny Coast Sliema off the Promenade Apartment,98282669,Short Lets,,Sliema,35.915016,14.501691,Entire home/apt,137,7,4,2022-08-17,0.57,29,270,4,
41755350,Deluxe room with Balcony,42220913,Karl,,San Gwann,35.91137,14.4795,Private room,78,2,1,2020-01-27,0.03,9,313,0,
6447715,Modern 2 bed 2 bath AC throughout,33427249,T,,Sliema,35.91017,14.49502,Entire home/apt,91,6,67,2022-08-11,0.88,2,110,7,
19259270,Ta Mananni - Villa with own private swimming pool.,51512455,Raymond,,Qala,36.0332,14.3093,Entire home/apt,186,5,5,2019-11-03,0.09,2,150,0,
23945606,Malta's Holiday &...more!!!,6824595,Pasquale,,San Pawl il-Bahar,35.95169,14.41014,Private room,48,3,27,2022-08-20,0.50,1,258,7,
50887193,Bayside Apartment Blue 2,398870821,Jane,,San Giljan,35.92128,14.48717,Entire home/apt,166,4,9,2022-09-13,0.68,19,181,7,
53023306,Marina view seafront penthouse with large terrace,21799672,Can,,Msida,35.89768,14.49129,Entire home/apt,60,3,5,2022-09-09,0.57,1,288,5,
684612450908742765,New Flat 3 BR Central Gzira/Sliema - AC & Wi-Fi,124383369,Jo,,Gzira,35.90634146753654,14.489683356344587,Entire home/apt,157,5,1,2022-09-10,1,5,56,1,
49036552,blue moon apartment,235696343,Jamie,,San Pawl il-Bahar,35.94646,14.41811,Entire home/apt,50,3,10,2022-09-01,0.64,1,171,4,
52344908,Pearl Pad  ♥  Seaside Stylish Apt with HOT TUB ☼,436755775,Edward,,Gzira,35.90821,14.49838,Entire home/apt,590,1,27,2022-07-02,2.20,10,18,26,
41154345,Warm apartment 3 min to the beach 5min to bus stat,181202061,Vincent,,San Pawl il-Bahar,35.9493,14.41656,Entire home/apt,90,4,1,2022-07-11,0.38,2,269,1,
54287950,New 2-bed apartment with a view,2097933,Nadine,,Marsascala,35.8632,14.56623,Entire home/apt,86,3,12,2022-09-02,2.31,4,333,12,
51180151,★ Standard Double Room in a Touristic Area★,318717613,Zzzing,,San Pawl il-Bahar,35.94742,14.38414,Entire home/apt,82,1,3,2022-06-06,0.22,52,163,2,
1109764,Panoramic Valley Views in Idyllic Country House,28733688,Alexandra,,Nadur,36.04314,14.29632,Entire home/apt,276,3,23,2022-09-05,0.37,8,269,8,
48927706,High end room with Indoor Pool breakfast & parking,222527557,360 Estates,,Sliema,35.90819,14.49934,Private room,141,1,0,,,164,365,0,
37135253,"Birgu Room -Sliema Center,5 minutes from the Sea",164758637,Jean Paul,,Sliema,35.91101,14.5003,Private room,69,1,34,2022-09-17,0.89,6,54,17,
566330112616205427,Lovely 2bedroom luxury penthouse with roof terrace,91655379,Jürgen,,Sliema,35.90905,14.49881,Entire home/apt,299,7,0,,,1,329,0,
28290863,Quayside Apartments - First Floor Seaview,43882507,Jeffrey,,Marsaxlokk,35.84074,14.54611,Entire home/apt,77,3,15,2022-09-15,0.39,11,312,8,
23490769,COZY Studio-flat  IN PACEVILLE,104094953,Federica,,San Giljan,35.92307,14.4903,Entire home/apt,93,2,98,2022-09-21,1.82,3,174,18,
54348334,★ Side Sea & Cliff Views Apt w/ Terrace★,318717613,Zzzing,,Munxar,36.02848,14.21815,Entire home/apt,87,1,21,2022-09-10,2.80,52,157,21,
5233489,Valletta Maison d'art - Centre APT,4214727,Maria,,Valletta,35.90106,14.51327,Entire home/apt,111,1,231,2022-08-03,2.54,6,339,6,
647075137637448461,Sea front 1st floor Apartment in Marsaskala,463258620,Bert,,Marsascala,35.86381,14.56152,Entire home/apt,63,5,10,2022-09-11,3.00,8,91,10,
28730269,Ajkla Apartment 6,212771466,Wayne,,Valletta,35.90063,14.51314,Entire home/apt,76,1,18,2022-09-02,1.34,8,326,16,
667887283487139049,Precioso y cómodo apartando en San Pawl Il-Bahar,468647628,Angela,,San Pawl il-Bahar,35.94954,14.41805,Private room,59,1,3,2022-08-29,1.53,1,315,3,
44200545,Sea Front 3 bedroom sleeping six Valletta Views 01,356076649,Chris,,Gzira,35.90704,14.49819,Entire home/apt,211,3,35,2022-09-15,2.26,10,113,30,
596945016249301073,Private doble bedroom in a spacious apartment.,219295017,Juan,,Gzira,35.905663,14.489093,Private room,37,1,3,2022-06-11,0.56,6,339,3,
3358606,17. Studio airconditioned in Xlendi nice terrace,12913506,Manoel,,Munxar,36.0291,14.21756,Entire home/apt,52,1,177,2022-09-21,1.77,8,169,15,
650703035325669037,Lovely Studio suite with open views in Floriana,464592966,Pauline,,Floriana,35.89185,14.50636,Entire home/apt,101,2,0,,,1,348,0,
691719980010938170,"Lovely, spacious APT with 3 BATHROOMS & AC & WIFI",385341680,ThreeSIXTY Estates,,Gzira,35.90363,14.49201,Entire home/apt,94,3,0,,,282,361,0,
25173778,The 1930's Maltese Residence,93241611,Oliver,,San Pawl il-Bahar,35.94793,14.39862,Private room,69,3,16,2022-09-15,0.31,2,43,5,
656341589339257388,Valletta Two Bedroom Apartment close to the sea,434351803,Pmi,,Valletta,35.901038033588655,14.514136611917099,Entire home/apt,175,3,5,2022-09-12,2.42,6,207,5,
681780513440153745,"Seaview penthouse
2 bedroom",99667192,Sabrna,,San Pawl il-Bahar,35.95284,14.41868,Entire home/apt,79,2,4,2022-09-10,2.35,1,47,4,
48205336,★ Central LUX Apartment ★ w/ POOL & 20m² terrace ➞,316432236,Karl,,San Gwann,35.9113,14.48442,Entire home/apt,267,3,6,2022-08-27,2.07,20,16,6,
19583757,Private Bedroom with Single Beds Pool  Bugibba,22875028,Mária,,San Pawl il-Bahar,35.95065,14.41246,Private room,65,3,123,2022-05-12,1.95,3,0,20,
54133900,"Comfortable, spacious 2 BED apt just off the coast",222527557,360 Estates,,San Pawl il-Bahar,35.95372,14.42275,Entire home/apt,95,3,2,2022-07-28,0.92,164,362,2,
6447730,Alden Flat 3,11225717,Joe,,Mellieha,35.95976,14.35883,Entire home/apt,60,3,56,2022-08-27,0.64,5,360,12,
2268090,Villa Ta Cikku,10224309,Mario,,Gharb,36.06191,14.20756,Entire home/apt,450,6,4,2018-08-03,0.04,2,358,0,
671532414887004322,Seaside Apartment in Gzira,425102103,Kevin,,Gzira,35.9054013,14.4952248,Entire home/apt,80,3,1,2022-08-18,0.75,1,338,1,
51144147,The COMFORT unit 1BR in PACEVILLE with WIFI & AC,222527557,360 Estates,,San Giljan,35.92394,14.49188,Private room,91,2,0,,,164,209,0,
707751718301107428,79B Valletta Accommodation,477484347,Jessie,,Valletta,35.90141,14.51375,Entire home/apt,70,1,2,2022-09-19,2,2,350,2,
692637509928837665,Luxurious 2BR Apartment in Valletta,2442805,Aaron,,Valletta,35.90258,14.51469,Entire home/apt,180,3,1,2022-09-10,1,82,320,1,
35935679,Luxury Seafront Home,70308374,Veronica,,Sliema,35.90794,14.50844,Entire home/apt,159,1,4,2022-08-28,0.10,2,361,1,
43774520,The Floriani Courtyard at Grand Harbour View Flats,39489185,Ken,,Floriana,35.89218,14.50723,Entire home/apt,74,2,17,2022-08-24,0.71,10,277,11,
37107435,Spacious Apartment in Marsalforn. Gozo,28257813,Cesca Holiday Apartments,,Zebbug (Ghawdex),36.06787,14.25906,Entire home/apt,64,5,0,,,2,365,0,
2316524,Nice and quiet flat with terrasse,4839856,Roberto Maria,,Fontana,36.04154,14.23477,Entire home/apt,35,3,86,2022-09-14,1.14,1,4,10,
579439560845259626,PRholidays one bedroom apartment G3B,414424407,Péter,,Gzira,35.90728,14.49421,Entire home/apt,77,1,14,2022-09-06,2.64,13,18,14,
20164483,Central Valletta Apartment,59871645,Jeffrey,,Valletta,35.89958,14.51263,Entire home/apt,80,3,106,2022-08-31,2.06,12,40,31,
32281419,"Modern Apt, 10min walk to Promenade/Sliema Ferries",242270177,Lara,,Gzira,35.90514,14.49296,Entire home/apt,100,3,42,2022-09-09,1.06,1,252,20,
716637860795135019,"Priv Bath Queen Bedroom, near Valetta",470906922,Rabia,,Pieta,35.89034,14.49515,Private room,41,1,0,,,7,352,0,
42921709,F10.1 Double room with private bathroom,327006287,Victor,,Msida,35.89329,14.49011,Private room,35,1,3,2022-09-04,1.41,38,278,3,
29296194,"New, bright apartment in St Julians - free parking",46203842,Andrea,,San Giljan,35.91204668065428,14.486977092173996,Entire home/apt,214,3,39,2022-08-27,0.86,1,356,10,
48688286,"A special, beautiful 4BR LUX home in Sliema Ferry",385341680,ThreeSIXTY Estates,,Sliema,35.91033,14.50469,Entire home/apt,218,3,20,2022-08-16,1.32,282,348,15,
708345099136772810,Lovely and spacious 3-bed Apt just off the coast,42744575,Jessica,,Gzira,35.90612,14.49322,Entire home/apt,84,3,0,,,1,340,0,
44926369,St Paul's Bay entire house 5 mins walk from beach!,118146117,Victoria,,San Pawl il-Bahar,35.9489,14.40076,Entire home/apt,53,4,10,2022-09-17,0.40,2,215,7,
49330888,Spacious central APT with 3BEDS & 3BATHS + WIFI,385341680,ThreeSIXTY Estates,,Gzira,35.90228,14.49179,Entire home/apt,97,3,7,2022-08-09,0.97,282,360,7,
23102150,Sliema Studio Maisonette 6min walk to Balluta Bay,121236724,Godwin,,Sliema,35.91019,14.49831,Entire home/apt,40,3,81,2021-01-03,1.45,1,114,0,
20791331,Valletta Luxury Apartment with Panoramic Views,148242440,Umberto,,Valletta,35.89718,14.51348,Entire home/apt,201,2,93,2022-09-23,1.84,5,281,11,
644290609810102054,1 bedroom apartment with balcony,115173984,Malik,,San Pawl il-Bahar,35.94677,14.4075,Entire home/apt,56,2,3,2022-08-24,1.20,1,355,3,
12232017,Valletta & Grand Harbour Lofts 1,1498246,Mark,,Floriana,35.89051,14.50883,Entire home/apt,207,1,136,2022-08-29,1.76,1,310,9,
13966597,Stunning Design Open Plan Seafront Apt + Ensuite.,16037957,George,,Sliema,35.91005,14.50915,Private room,100,2,95,2022-09-08,1.27,3,71,8,
46497602,Amazing Views St Julians Seafront apartment,1774894,ShortLets,,San Giljan,35.91842,14.49188,Entire home/apt,150,7,2,2022-05-06,0.19,143,251,2,
568046711855256809,Two bedroom apartment in Paceville !,446345308,Fleur-Anne,,San Giljan,35.92466,14.49032,Entire home/apt,87,1,18,2022-09-17,2.95,1,250,18,
33851343,Brand New Groundfloor Apartment - Terrace,16850614,I,,San Pawl il-Bahar,35.94857,14.40906,Entire home/apt,69,5,15,2022-09-16,1.00,2,13,10,
710693749991767205,Private Bedroom Private Balcony Bugibba,167569995,Igor,,San Pawl il-Bahar,35.95164,14.41801,Private room,31,3,0,,,17,8,0,
45337165,"Protea Court Apartment, St Julians",190827224,Ryan,,San Giljan,35.92203,14.49045,Entire home/apt,72,1,17,2022-09-02,0.69,8,266,10,
19870323,"Twin/triple room withbathroom,terrace. Like studio",18277559,Marie-Claire,,Sliema,35.91051,14.50334,Private room,30,3,48,2020-08-12,0.77,1,216,0,
52523670,Bayview Jasmin,2963463,Pauline,,San Giljan,35.92612,14.48604,Private room,90,2,2,2022-08-20,1.18,2,210,2,
44734793,Perfect tourist accommodation in Bugibba square!,309746230,Joseph,,San Pawl il-Bahar,35.95097,14.41516,Entire home/apt,70,4,13,2022-09-18,1.03,1,310,12,
649091957614477600,"Designer, 2BR with Outdoor/Indoor Pool, Gym & WIFI",385341680,ThreeSIXTY Estates,,Gzira,35.90572,14.49389,Entire home/apt,186,3,0,,,282,365,0,
5529352,Summer Villa in Gozo - Sea View & 5 mins to Beach!,28674743,Roger & Josianne,,Sannat,36.02285,14.24769,Entire home/apt,399,7,6,2019-06-27,0.10,1,268,0,
53338487,Sensational VIEWS - 3 Bed APT with PRIVATE BALCONY,385341680,ThreeSIXTY Estates,,San Pawl il-Bahar,35.95338,14.42462,Entire home/apt,108,3,14,2022-08-31,1.56,282,360,14,
