id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
585209479737840500,"2 PENTHOUSE - 1 FLOOR, Large PATIO, perfect for 8",385341680,ThreeSIXTY Estates,,San Giljan,35.92246,14.49012,Entire home/apt,185,2,2,2022-08-21,0.83,282,356,2,
6223833,The Maltesecross Guesthouse (RM1),9422512,Moira,,San Pawl il-Bahar,35.95194,14.41349,Private room,44,3,25,2022-08-27,0.29,3,363,3,
45510796,Off the promenade St Paul's Bay 2-bedroom Apt,1774894,ShortLets,,San Pawl il-Bahar,35.94927,14.40996,Entire home/apt,82,7,3,2022-08-25,0.17,143,256,2,
33917705,Perfectly Located Flat near Sliema and Valletta,87447464,Kaye,,Msida,35.89997,14.48805,Entire home/apt,71,3,38,2022-09-19,0.93,1,147,15,
15850302,VALLETTASTAY BASIC DORMITORY HOUSE,999963,Vbl,,Valletta,35.89739,14.50938,Entire home/apt,269,1,5,2022-07-23,0.08,11,1,1,
54053920,"Luxury, sea view 2 bedroomed, serviced apartment.",61883717,Joseph,,Mellieha,35.96415,14.36647,Entire home/apt,203,2,2,2022-06-29,0.60,2,351,2,
18384258,BBA226 TWO BEDROOM SEA VIEW APARTMENT,9190357,Mondosol,,Gzira,35.90783,14.49399,Entire home/apt,200,1,3,2021-02-28,0.05,8,365,0,
4945296,St Julian’s 1 bed room Modern Apartment,25489274,Mark Anthony,,San Giljan,35.92232,14.48986,Entire home/apt,76,3,87,2022-09-21,0.95,2,327,18,
582962276529524491,Lovely one bedroom studio apartment!,449648199,Raffaella,,Sliema,35.9146,14.500315,Entire home/apt,74,1,16,2022-09-18,2.82,4,356,16,
22949344,Angels' place ARIA lux app. with  view+jacuzzi,91357659,Nicoletta,,Nadur,36.0365,14.296,Entire home/apt,157,2,21,2021-09-07,0.38,1,32,0,
7649557,House of character in Valletta,40139728,Nicole,,Valletta,35.90054,14.51401,Entire home/apt,87,2,45,2022-07-27,0.52,3,267,5,
791201,Msida charming XVIII c. TownHouse Entire Floor,4110452,Gerald,,Msida,35.89734,14.48652,Entire home/apt,52,5,72,2022-08-05,0.63,1,180,10,
33762003,Ta' Manwel Farmhouse Holiday Home Rental.,132173515,Emma,,Nadur,36.03964,14.28847,Entire home/apt,200,2,25,2022-06-29,0.61,1,167,12,
4820127,Luxury 1-Bedroom Fully Equipped Apt,24813206,James,,Sliema,35.91268,14.49932,Entire home/apt,69,2,172,2022-09-21,2.21,3,166,32,
634861956915667953,Cosy Private Double Bedroom in Shared Apartment,131676546,Jasmar,,San Pawl il-Bahar,35.94848,14.4123,Private room,89,1,0,,,1,365,0,
612776183654376791,Lovely 🥰 private 1-bedroom in Gzira& 1min. Sea 🌊,261524205,Asli,,Gzira,35.90245,14.49452,Private room,61,1,11,2022-09-04,2.60,3,365,11,
647871508573797849,"1BR sensation, Fully equipped with In/Outdoor Pool",385341680,ThreeSIXTY Estates,,Gzira,35.90445,14.49487,Entire home/apt,108,3,1,2022-06-26,0.32,282,365,1,
29867064,2 bedroom apartment...stunning views,224609168,Nico,,Mellieha,35.96445,14.36414,Entire home/apt,132,3,40,2022-09-23,0.95,1,155,7,
50018664,Luxurious apartment seconds away from the beach,403428253,James,,Sliema,35.91388,14.49697,Entire home/apt,91,3,47,2022-09-23,3.13,1,329,40,
595207890143810417,New apt with huge outdoor area close to the beach,417588120,Fabian,,Swieqi,35.9199,14.476,Entire home/apt,88,2,1,2022-04-14,0.18,23,97,1,
31691670,Beautiful Studio in Sliema's BEST Location,24813206,James,,Sliema,35.90972,14.50283,Entire home/apt,62,2,155,2022-09-25,3.51,3,317,60,
49463463,"Stunning, private apartment by the beach",398920221,Mark,,Sliema,35.91342,14.50533,Entire home/apt,83,4,57,2022-09-16,3.42,1,63,40,
50413278,Brand New Seafront Apartment Bugibba Square,407270745,Priscilla,,San Pawl il-Bahar,35.95071,14.41345,Entire home/apt,83,3,23,2022-09-18,1.69,1,246,20,
560705980632583119,Simple Comfort w/Incredible Sea Views at 2BR Apt.,106052014,Nicky,,Nadur,36.03682,14.29877,Entire home/apt,102,3,12,2022-08-26,2.22,1,351,12,
44136065,Central Valletta Rituals Spa and Massage Suite 402,354844784,Valhalla,,Valletta,35.89867,14.51097,Private room,61,1,87,2022-08-30,3.31,7,365,42,
35024179,Cosy Room With Two Single Beds in Central Sliema,94601774,Árpád,,Sliema,35.91285,14.49638,Private room,31,4,30,2022-09-04,0.74,3,30,10,
662098415565851259,Entire Apartment just for you,139962370,Camila,,Msida,35.89965,14.48859,Entire home/apt,68,2,7,2022-09-14,2.84,1,342,7,
640217662210720690,Modern and centrally located 1bedroom flat Kbon1-1,285241432,Gwennoline,,Pieta,35.89507,14.49297,Entire home/apt,133,1,12,2022-09-24,3.46,29,30,12,
42091638,"Bugibba, Modern Apartment 50 Yards From Beach",312592561,Nicola,,San Pawl il-Bahar,35.95254,14.415,Entire home/apt,55,3,52,2022-09-15,1.67,3,157,28,
649685520049209557,Lovely relaxed vacation home with great views,464351453,Alexander,,Mellieha,35.958739810268625,14.366243235408964,Entire home/apt,95,5,2,2022-08-13,1.00,1,169,2,
43272563,Clover Apartment 3,122023625,Ian,,San Pawl il-Bahar,35.95109,14.41313,Entire home/apt,65,2,18,2022-09-02,0.70,1,230,13,
46125250,"2 bedrooms appartement with sea view, furnished terrace and wifi at Għajnsielem",373803925,"Loic, Estelle And Co",,Ghajnsielem,36.027203,14.288618,Entire home/apt,85,1,0,,,1,364,0,
710156165864227923,Modern St. Julian's Apartment,478437890,Francesca,,San Giljan,35.91108,14.49202,Entire home/apt,46,2,0,,,1,53,0,
33831568,A beautiful farmhouse with private pool,54331677,Esther,,Qala,36.03921,14.30475,Entire home/apt,150,5,27,2022-09-19,0.67,1,165,5,
6579205,Your own luxury yacht to call home!,5221932,Christiano,,Ta' Xbiex,35.9004,14.49985,Entire home/apt,771,1,7,2021-09-22,0.08,7,352,0,
654879027490302267,Pool and Sea Penthouse Merill Apt 6 - Happy.Rentals,456083924,Mickael,,Mellieha,35.961943,14.371853,Entire home/apt,69,5,0,,,26,316,0,
40098502,Room in Central Area.,21671801,Mike,,San Giljan,35.91809,14.4894,Private room,39,2,15,2022-09-23,0.49,2,72,9,
27184055,Mellieha/Ghadira apartment,204403673,Gabriella Christine,,Mellieha,35.96593,14.35985,Entire home/apt,61,3,40,2022-08-19,0.80,1,297,7,
46231108,The one and only 4Br VALLETTA SHORELINE VILLA  🔱,222527557,360 Estates,,Valletta,35.89917,14.50983,Entire home/apt,1000,5,0,,,164,352,0,
42921587,F7.3 Bedroom two single beds shared bathroom,327006287,Victor,,Msida,35.89457,14.48791,Private room,57,1,5,2022-09-03,2.05,38,278,5,
617230980190608681,'Lorimer' Lovely & Spacious 3-Bed Villa with Pool,132682654,Nick,,Qala,36.04248,14.30786,Entire home/apt,160,5,5,2022-09-02,1.28,6,61,5,
600708435962471346,Lovely 3 bedroom apartment in Msida,330339176,Serge,,Hamrun,35.89216,14.48636,Entire home/apt,140,5,1,2022-08-08,0.60,39,177,1,
35733484,"B/W Large dbl room, prvte bathroom, A/C, free WiFi",266285800,Emily,,Marsa,35.88393,14.49643,Private room,40,90,3,2022-09-14,1.43,2,326,3,
683070101827301836,Suite with Hot Tub - St. Julian’s,58829869,Matthew,,Swieqi,35.91958,14.48479,Private room,200,1,0,,,8,209,0,
22608252,Townhouse with great view in Cospicua,166349900,Anton,,Bormla,35.87962,14.51837,Private room,55,4,11,2021-08-10,0.20,1,268,0,
568054341297914731,3 Bedroom with Backyard Hosted by Sweetstay,76556384,Andrea,,Swieqi,35.92301,14.47989,Entire home/apt,120,1,8,2022-08-22,1.40,20,349,8,
48582221,Waterfront apartment Room2,390842618,Neli,,Gzira,35.90881,14.49632,Private room,250,2,7,2021-12-15,0.38,4,365,3,
20741116,Xlendi penthouse,148535011,Danijel,,Munxar,36.03243,14.21878,Entire home/apt,65,4,44,2022-09-11,0.78,1,365,5,
44092912,Modern 3 Bedroom Apartment in St Paul's Bay,228187161,Gary,,San Pawl il-Bahar,35.94836,14.41102,Entire home/apt,110,2,4,2022-02-25,0.17,22,360,1,
7011139,27. Villa Xemxija 1 bedroom apartment,12913506,Manoel,,Munxar,36.02897,14.21728,Entire home/apt,103,1,36,2022-09-13,0.46,8,270,1,
19545644,Nicely furnished sea view studio apt in Sliema,135790391,Mario,,Sliema,35.90996,14.50208,Entire home/apt,50,3,61,2022-09-06,0.97,4,337,12,
50779053,Designer boutique PACEVILLE with WIFI & Comfy BED,222527557,360 Estates,,San Giljan,35.92273,14.48974,Private room,80,2,1,2022-07-29,0.50,164,364,1,
655569661339825573,"Balluta, 2BR APT with SPACIOUS INTERIOR, AC & WIFI",465686253,Richard,,San Giljan,35.91283,14.49246,Entire home/apt,101,3,1,2022-08-14,0.68,8,365,1,
37551698,Sapphire Studio Room,279969957,Dbr Malta,,San Pawl il-Bahar,35.94734,14.41958,Private room,150,2,2,2022-06-06,0.05,1,363,1,
12819155,Penthouse 2 Bed Near St.Paul's Bay Sea Front.,2313838,Edward,,San Pawl il-Bahar,35.94815,14.41134,Entire home/apt,100,1,10,2019-09-22,0.13,7,186,0,
18849823,"Peace, quiet, pool, sun, valley and sea views.",131302630,Matthew & Elaine,,Nadur,36.04613,14.29925,Entire home/apt,137,3,136,2022-08-22,2.12,1,304,26,
41576318,F10 Modern and Bright Apartment for 7 people,327006287,Victor,,Msida,35.89403,14.48908,Entire home/apt,127,1,6,2022-08-15,0.44,38,259,5,
37817332,Mellieha Bay Water’s Edge No. 3,62982765,Joseph,,Mellieha,35.96808,14.36008,Entire home/apt,168,5,0,,,2,252,0,
27451860,Superb new luxury apartment in Saint Julians A1,123724814,Maria,,San Giljan,35.92309,14.49197,Entire home/apt,106,3,83,2022-08-28,1.69,7,175,19,
2119507,Attractive twin room in Gzira,10807500,Antoinette,,Gzira,35.90799,14.49468,Private room,55,2,306,2021-01-01,2.97,2,3,0,
677023,Cool new 2BD in Central Location. Very clean.#1,1807583,Mark,,Sliema,35.91331,14.49709,Entire home/apt,90,2,110,2022-07-10,1.40,2,348,15,
656209934034956858,Gemstone Apartment,461922014,Alfred,,Ghajnsielem,36.02979,14.28802,Entire home/apt,120,2,1,2022-09-02,1,4,336,1,
32880689,Swieqi32 is a place you can call home ...,247377752,Nikki,,Swieqi,35.92162,14.48573,Private room,50,2,47,2022-09-10,1.14,3,131,10,
41830774,2 Bedroom Apartment with communal Pool and garage.,43924385,Pj,,Ghajnsielem,36.02894,14.2944,Entire home/apt,80,3,22,2022-08-26,0.82,1,360,8,
52591063,Double bedroom within shared (2 bed)apartment.,403618346,Jeremy,,Swieqi,35.91893,14.47731,Private room,80,1,0,,,1,363,0,
54189538,The Hillock North B10,118538195,Baron Holiday Homes,,Zebbug (Ghawdex),36.07175,14.25525,Entire home/apt,101,2,0,,,56,4,0,
648412036280512602,"""Central located home away from home""by the Sea",25055603,Kitty,,Sliema,35.90711,14.50875,Private room,64,1,14,2022-09-17,4.16,1,325,14,
651157888482294385,Cheerful 2-bedroom townhouse..,162665031,Dusan,,Msida,35.89748,14.49201,Entire home/apt,87,2,4,2022-09-03,1.43,3,262,4,
32783747,Fort Chambray Apartment,202554743,Dori,,Ghajnsielem,36.02172,14.29272,Entire home/apt,131,4,18,2022-08-20,0.43,1,36,1,
35005810,"Cosy Studio Maisonette, 10 minute walk to Valletta",23075273,Patrick,,Floriana,35.88969,14.50686,Entire home/apt,71,3,104,2022-09-24,2.60,5,212,45,
49140468,Seafront luxury Room with breakfast & Indoor pool,222527557,360 Estates,,Gzira,35.90759,14.49808,Private room,141,1,0,,,164,365,0,
553362366630772274,Double bedroom with Private bathrooom and Patio T1,98349920,Richard,,Swieqi,35.92286,14.47634,Private room,34,2,0,,,26,332,0,
38485829,Tiny gem in the heart of Bugibba!,69921292,Therisa,,San Pawl il-Bahar,35.94816,14.41315,Entire home/apt,40,2,4,2019-10-17,0.11,1,236,0,
703647329862023919,"Superior double room, 360deg sea view with terrace",470095553,Vickyleen,,Sliema,35.90766,14.50932,Private room,105,3,0,,,17,365,0,
2530421,Private room w/bathroom in St Julian’s,6158728,Ian,,San Giljan,35.9188,14.49,Private room,73,5,7,2016-07-16,0.07,69,365,0,
11278245,The Residence 01 - University area,57084556,Julian,,San Gwann,35.90695,14.48277,Private room,30,14,30,2021-09-05,0.38,7,224,0,
705433333796415241,Room in a basic shared apartment with pool,229378810,Marcello,,Pembroke,35.92471,14.47593,Private room,36,1,0,,,28,327,0,
26016600,Apartment 72 - Sliema,193443059,David,,Sliema,35.90958,14.50512,Entire home/apt,75,2,54,2022-09-10,1.04,1,143,10,
622868054844296153,Villa Getaway Npetto Gozo Shared Pool - Happy.Rentals,456083924,Mickael,,Ghajnsielem,36.022827,14.294978,Entire home/apt,204,5,0,,,26,353,0,
109123,Penthouse Apartment.,560039,Lino C.,,Nadur,36.0382,14.28939,Entire home/apt,45,4,101,2022-09-16,0.82,3,343,5,
12639073,Central Spacious  Santa Venera Apartment,39162069,Gladys,,Santa Venera,35.88711,14.48015,Entire home/apt,75,4,16,2022-08-18,0.25,1,336,1,
51222065,Amazing sea view sea front 3 bedroom apartment,414424407,Péter,,Sliema,35.91424,14.5058,Entire home/apt,126,1,4,2022-09-05,1.33,13,3,4,
568743610672221473,Evolve Coliving Guesthouse in the ♥ of Sliema,20124767,Ola,,Sliema,35.910328,14.494908,Private room,72,3,0,,,10,349,0,
42081774,New Sunny Apt with panoramic views from terrace,1419619,GetawaysMalta,,Mellieha,35.95368,14.36741,Entire home/apt,223,3,2,2021-10-03,0.08,32,182,1,
49141985,Seafront luxury Room with breakfast & Indoor pool,222527557,360 Estates,,Gzira,35.90603,14.49897,Private room,141,1,0,,,164,365,0,
559972725808139781,Alicia Flat,435301091,Libero,,Gzira,35.90736,14.49747,Entire home/apt,150,1,3,2022-08-28,1.70,1,365,3,
52919702,Lovely apartment just 5 minutes from the center and the sea,223644474,Tina,,San Pawl il-Bahar,35.94878,14.41374,Entire home/apt,52,7,4,2022-08-24,0.37,1,2,4,
610507026146048392,Ideal central 3 bedroom apartment Msida,6158728,Ian,,Msida,35.89675,14.4873,Entire home/apt,140,7,2,2022-09-03,0.68,69,365,2,
628677668035740860,THE ULTIMATE LUXURY EXPERIENCE - The Lagoon Voyage,385341680,ThreeSIXTY Estates,,Ta' Xbiex,35.89917,14.50188,Entire home/apt,1300,1,0,,,282,365,0,
659168130317622339,2 bed 2 bath modern apartment in Sliema (3),135790391,Mario,,Sliema,35.91048,14.50037,Entire home/apt,49,3,1,2022-08-30,1,4,334,1,
47831556,Luxury in the heart of St Julians with Pool & Gym,385341680,ThreeSIXTY Estates,,San Giljan,35.92151,14.49014,Private room,112,1,4,2021-10-03,0.30,282,353,1,
555636969805981371,Duplex Luxury Apartment in Portomaso with Pool,2442805,Aaron,,San Giljan,35.92091,14.49076,Entire home/apt,245,1,10,2022-09-11,1.54,82,346,10,
49047073,"Charming and Lightful, close to everything.",395567659,Dario Nunzio,,San Giljan,35.92193,14.48727,Private room,66,3,1,2021-08-08,0.07,2,5,0,
568746626611892604,Evolve Coliving Guesthouse in the ♥ of Sliema,20124767,Ola,,Sliema,35.910305,14.4949,Private room,71,3,0,,,10,355,0,
651243272390780990,Gorgeous 2 Bedroom Apartment in Sliema Malta,92296134,Ludwig,,Sliema,35.9110471,14.5051095,Entire home/apt,120,3,3,2022-08-27,1.45,1,365,3,
651948839850369800,Lovely 1bedroom shared flat in Swieqi/St Julian’s,104922867,Marinela,,Swieqi,35.91713385029323,14.485633559525013,Private room,65,1,7,2022-08-22,2.56,5,162,7,
40318236,Maltese town house,311361877,Jean Paul,,Valletta,35.89779,14.51643,Entire home/apt,110,3,24,2022-08-22,0.72,1,158,12,
26633907,Cosy & clean townhouse in historical Senglea,200211087,Alexia,,Isla,35.88525,14.51789,Entire home/apt,54,2,89,2022-09-22,1.78,1,162,21,
34456106,"JEAN DE VALETTE , VICTORIA PENTHOUSE SUITE",259576245,Emmanuel,,Valletta,35.89731,14.51205,Hotel room,187,2,0,,,10,320,0,
113998,Residence Rouge™ 1  Floriana Valletta.,578865,Clare,,Floriana,35.89078,14.50561,Entire home/apt,49,6,190,2022-09-06,1.39,7,299,14,
21171419,Modern 2 Bedroom Apartment in Xlendi,152830817,Anthony,,Munxar,36.02825,14.21813,Entire home/apt,70,4,2,2018-08-19,0.04,1,268,0,
16483886,"Marco Polo Hostel - Double Room, Shared Bathroom",83306682,Christoffel,,San Giljan,35.92139,14.49036,Hotel room,66,1,7,2021-07-22,0.15,5,305,0,
717014411471326378,Unique fresh townhouse with ensuite and yoga space,1353694,Divine,,Sliema,35.91471,14.49734,Private room,42,1,0,,,7,347,0,
701337132891664902,Vintage Open Loft with patio & high ceilings,12103762,Grace,,Sliema,35.91107,14.49672,Entire home/apt,38,1,0,,,3,63,0,
37512365,Centrally located high end Penthouse .,283141479,Michael,,Gzira,35.90636,14.49436,Entire home/apt,300,3,2,2019-08-29,0.05,1,60,0,
51833282,Sliema beach side modern apartment,12634976,Malcolm,,Sliema,35.91562,14.49669,Entire home/apt,106,3,9,2022-09-04,0.69,14,338,6,
36026404,Seafront Triplex Penthouse Exclusive Luxury Design,216239182,Annette,,San Giljan,35.91777,14.4922,Entire home/apt,452,2,6,2022-08-16,0.15,3,10,2,
49678432,Modern Apartment in the Best Area of Sliema,17208391,Paola,,Sliema,35.91668,14.49952,Entire home/apt,153,1,16,2022-09-06,1.22,63,338,15,
19067828,MODERN PENTHOUSE 3BD ROOM ClOSE TO SLIEMA,6158728,Ian,,Msida,35.89341,14.48886,Entire home/apt,170,5,1,2017-08-26,0.02,69,364,0,
8081602,Cosy & airy 2 bedroom apt close to the sea,19530772,Robert,,San Pawl il-Bahar,35.94924,14.40993,Entire home/apt,56,2,157,2022-08-23,2.03,1,298,15,
40647059,Ta' Gerita - House of Character,315199044,Robert,,Sannat,36.01926,14.25994,Entire home/apt,252,3,27,2022-09-04,0.86,1,348,12,
621440250121181589,SUPER CENTRAL: Private double BR with ensuite bath,21401399,Patric,,Sliema,35.91171,14.50582,Private room,56,4,19,2022-09-18,4.29,3,38,19,
40220222,St Julians single room with shared bathroom,308765077,Dario,,San Giljan,35.9219,14.48728,Private room,28,2,0,,,5,61,0,
669883378778107966,2 beds in a shared townhouse in Sliema,6158728,Ian,,Sliema,35.90992,14.49576,Private room,65,1,0,,,69,365,0,
32836971,Beautiful Bungalow with private pool near beach,14436895,Jean Pierre,,San Giljan,35.92522,14.4853,Entire home/apt,350,7,6,2022-08-28,0.41,8,335,3,
20417685,BM1 - Spinola seaside entire Apartment,118489013,Ed,,San Giljan,35.91782,14.48728,Entire home/apt,89,3,35,2021-01-10,0.58,22,300,0,
15978878,"Captivating Views, Sliema Seafront Aparmtent",1774894,ShortLets,,Sliema,35.90739,14.50813,Entire home/apt,208,3,50,2022-08-18,0.77,143,352,7,
662354654591780825,Sea side apartments 12,220100336,Giorgi,,Sliema,35.91422,14.49711,Entire home/apt,66,1,5,2022-08-15,1.97,15,364,5,
52431257,Single studio in the heart of Sliema,118990570,Finn,,Sliema,35.9104,14.50467,Entire home/apt,44,2,12,2022-09-24,1.11,48,40,12,
48461023,The Mike Boutique living ~Experience the 3 cities,319573055,The Mike,,Bormla,35.88103,14.51937,Private room,80,3,0,,,1,345,0,
35344501,Bed & Breakfast in the heart of Valletta - Room 9,209079396,Rose-Marie,,Valletta,35.89866,14.5083,Private room,40,3,90,2022-09-13,2.29,5,328,45,
15761917,The Sunny Side sea front holiday home,101637403,Filo,,Sliema,35.91557,14.49739,Entire home/apt,132,3,95,2022-08-19,1.38,3,143,17,
643146524936555376,Sliema Studios,12634976,Malcolm,,Sliema,35.91348,14.4974,Entire home/apt,108,1,6,2022-08-14,2.17,14,99,6,
43764457,Modern apartment by Sliema beach,12634976,Malcolm,,Sliema,35.91056,14.50392,Entire home/apt,107,3,9,2022-07-31,0.34,14,68,4,
6742986,Spacious 3 bedroom apartment in Mellieha with pool,19816539,Chris,,Mellieha,35.96561,14.36273,Entire home/apt,150,5,43,2022-09-03,0.50,6,351,4,
50505465,"Sliema, Stylish 2 Bedroom Apartment with Parking.",23075273,Patrick,,Sliema,35.91332,14.49901,Entire home/apt,104,4,38,2022-09-11,2.59,5,228,29,
18938034,A Central located spacious two  bedroom apartment,99510099,Sandra,,San Pawl il-Bahar,35.94832,14.4146,Entire home/apt,80,3,2,2020-08-13,0.06,7,184,0,
34601435,☆☆Amazing Apartment w/side sea view☆☆,219295979,Milena,,San Pawl il-Bahar,35.94857,14.40923,Entire home/apt,87,3,111,2022-09-06,2.71,12,56,18,
719316294534079289,"New, spacious & cosy apartment in Swieqi",173215277,Izabela,,Swieqi,35.920666,14.4845239,Entire home/apt,71,3,0,,,1,145,0,
31822365,Room in a coliving apartment with large pool 2C,229378810,Marcello,,Pembroke,35.92484,14.47792,Private room,43,3,1,2021-10-16,0.09,28,144,1,
37886377,Double bedroom Baluta Bay,189426669,Gonzalo,,Sliema,35.91306,14.49713,Private room,32,5,1,2019-08-31,0.03,2,268,0,
44092745,Modern 2 Bedroom Apartment in St Paul's Bay,228187161,Gary,,San Pawl il-Bahar,35.94842,14.41077,Entire home/apt,96,2,50,2022-07-27,2.11,22,351,12,
2983509,"Highly Furnished Flat, Sandy Beach",15215973,Mauro,,San Giljan,35.9163,14.49502,Entire home/apt,110,1,39,2022-08-22,0.39,1,365,1,
47845764,Luxury in the heart of St Julians with Pool & Gym,222527557,360 Estates,,San Giljan,35.92139,14.49085,Private room,120,1,14,2022-09-21,1.00,164,360,5,
664429992254786869,Lovely 1 bedroom apartment at heart of Sliema,467810685,İpek,,Sliema,35.9103784734108,14.49992436915636,Entire home/apt,50,1,1,2022-09-03,1,1,246,1,
38255396,HOME B&B SHORT LET 85€  FOR NIGHT,290656937,Jamie,,Isla,35.88889,14.517,Private room,95,1,0,,,1,180,0,
13314508,The Penthouse 11 & Apartments (together/separate),13233662,James.Fenech.94,,Gzira,35.90781,14.49351,Entire home/apt,170,1,25,2020-08-01,0.33,3,365,0,
691216266957015764,"*NEST BEDROOM* 9 m2,Bright,space,perfectly located",60456863,Julia,,San Giljan,35.91237,14.49211,Private room,42,1,1,2022-08-15,0.70,2,364,1,
651130297716284735,Brand new 1BR in central Malta Hosted by Sweetstay,76556384,Andrea,,Pieta,35.89055,14.4937,Entire home/apt,112,1,1,2022-07-24,0.46,20,354,1,
32889966,Sliema Penthouse Amethyst Suite w/private bathroom,230249121,Gloria,,San Giljan,35.91088,14.49189,Private room,120,2,3,2020-08-18,0.07,5,334,0,
21525802,Sweet heartland of swieqi,44717024,Terence,,San Giljan,35.92054,14.48676,Private room,31,2,23,2022-08-18,0.44,2,50,3,
21780564,Micro unique studio-apartment,589735,TwoRoom,,Gzira,35.90884,14.49438,Entire home/apt,71,2,102,2022-09-07,1.83,4,87,22,
716451331260830897,"Recliner sofa in an amazing Duplex
1br Penthouse",479603881,Marcel,,Msida,35.90048,14.48661,Entire home/apt,81,3,0,,,2,331,0,
555613904026898385,Lovely 3 bedroom condo in sliema,97414120,William,,Sliema,35.91534,14.50471,Entire home/apt,59,1,18,2022-09-16,2.42,15,360,18,
41518869,Single Room in 3 Bed  Apartment | With Desk,44947699,Swq,,Swieqi,35.92314,14.48147,Private room,14,21,2,2022-04-16,0.07,8,41,1,
22299944,"Ideal Location, Stylish 1BR Apartment+Free Parking",57863538,Maria,,Sliema,35.91302660623844,14.498006254434586,Entire home/apt,89,3,0,,,1,266,0,
560753108524921574,Appartement confortable à 2 pas de la plage,444750311,Sandra,,Mellieha,35.96625,14.36097,Entire home/apt,57,3,0,,,1,173,0,
14863025,Xlendi bay Gozo Malta  sea view apartment,93097592,Mario,,Munxar,36.02904,14.21646,Entire home/apt,50,4,31,2019-11-11,0.42,1,300,0,
21035724,Bugibba Central Ground Floor Apartment,151506270,Kenneth,,San Pawl il-Bahar,35.95122,14.41382,Entire home/apt,80,5,6,2022-08-23,0.16,1,121,3,
17135683,"Spacious 1 bedroom flat Msida, close to University",6158728,Ian,,Msida,35.89278,14.48678,Entire home/apt,120,7,4,2019-10-11,0.06,69,364,0,
39439817,☆☆Amazing Apartment w/side sea view☆☆ 1,219295979,Milena,,San Pawl il-Bahar,35.94875,14.41133,Entire home/apt,87,3,65,2022-09-10,1.90,12,61,29,
537646676788782192,Tal Bir Villa,84063136,Katarzyna,,Nadur,36.0395,14.29513,Entire home/apt,186,1,4,2022-08-07,0.77,15,69,4,
7626635,"Apartment in Mellieha, Pool, Back Patio, WiFi",39347223,Joseph,,Mellieha,35.96203,14.37191,Entire home/apt,65,5,31,2022-06-17,0.36,15,31,2,
20493329,"Penthouse-Queensize bed,private bathroom & terrace",94328245,Manuela,,Gzira,35.90612,14.48857,Private room,28,1,4,2021-09-21,0.08,1,173,0,
7740857,Apartment in Mellieha with Village Views & Pool,39347223,Joseph,,Mellieha,35.96228,14.37204,Entire home/apt,74,5,26,2022-09-14,0.30,15,48,7,
51726437,Chateau La Vallette - Grand Master's Suite,184940976,Sheldon,,Valletta,35.90067,14.51544,Private room,150,2,9,2022-08-23,0.71,6,352,8,
659245778502072353,Studio Flat (2) in Gzira Townhouse,64049876,Philip,,Gzira,35.90178,14.49111,Entire home/apt,56,3,9,2022-09-08,4.58,2,186,9,
676664102052099287,Delightful 3-bedroom boat with free parking space.,452066447,Kerem,,Pieta,35.89537,14.49773,Entire home/apt,290,1,0,,,1,365,0,
6324665,"Seafront Apartment,  Amazing Views!!!",6464928,Jacqui,,San Pawl il-Bahar,35.95194,14.41375,Entire home/apt,82,28,145,2022-08-27,1.66,3,186,28,
654181178413227951,"Stylish, Bright and Airy apart in Central Bugibba",17208391,Paola,,San Pawl il-Bahar,35.95092,14.41224,Entire home/apt,120,1,4,2022-09-01,1.58,63,75,4,
19778620,3 bedroom 2 bathroom well priced apt in Sliema,14163414,Irina,,Sliema,35.91558,14.50093,Entire home/apt,65,2,113,2022-08-30,1.79,23,60,27,
42261135,One Bedroom Apartment,335792999,Santiago,,Mellieha,35.96483,14.36015,Entire home/apt,143,1,4,2022-05-26,0.14,4,362,1,
45744547,GZIRA 3 bedroom Apartment,130878836,Luca,,Gzira,35.9038,14.49461,Entire home/apt,503,4,0,,,3,363,0,
41574952,F3 Modern and Bright Apartment for 7 people,327006287,Victor,,Msida,35.89403,14.48908,Entire home/apt,234,1,2,2022-06-15,0.50,38,125,2,
50540495,Double Room/Studio in the Center of Sliema,118990570,Finn,,Sliema,35.9108,14.5047,Entire home/apt,47,2,35,2022-09-03,2.36,48,86,24,
694621497557646276,Characterful 1960's-style one-bedroom house,475248766,David,,Msida,35.89723,14.49015,Entire home/apt,42,3,4,2022-09-17,4,1,299,4,
11900354,Joe-Ann  Apartment (2) Paceville,1690105,Joseph,,San Giljan,35.92445,14.49109,Entire home/apt,70,7,17,2022-08-20,0.23,3,347,2,
32008531,Room in a shared apartment with large pool 7C,229378810,Marcello,,Pembroke,35.92425,14.47903,Private room,43,3,2,2021-10-26,0.16,28,144,1,
23016391,Davana Studio,171409029,Maria,,San Giljan,35.91457,14.49124,Entire home/apt,125,1,129,2022-09-16,2.34,2,45,31,
676522806866528936,Lovely Industrial - 3 bed & 3 bath - Gzira,65060258,Mandy,,Gzira,35.90392,14.49339,Entire home/apt,220,1,0,,,1,146,0,
597658916145218827,Sliema 1-bedroom Duplex Penthouse,1774894,ShortLets,,Sliema,35.91065,14.49918,Entire home/apt,87,7,5,2022-08-27,1.00,143,347,5,
